Store Street,Store City,Store State,Store Country,Latitude,Longitude,Store Id
4986 Stony By-pass,Ogden,UT,EE. UU.,41.27436829,-111.9628677,11674
9539 Velvet Trace,Saint Paul,MN,EE. UU.,44.95698166,-93.06536865,11675
3692 Cotton Horse Common,New Orleans,LA,EE. UU.,30.00682259,-90.06139374,11679
9163 Blue Pike,Roswell,NM,EE. UU.,33.42520142,-104.5220795,11680
9741 Dewy Bluff Maze,Henderson,NV,EE. UU.,36.06906128,-115.0822067,11684
4955 Round Rabbit Hill,North Las Vegas,NV,EE. UU.,36.24473953,-115.0472641,11690
5721 Noble Oak Crescent,Albuquerque,NM,EE. UU.,35.06517029,-106.6699524,11720
8777 Silent View,Wheeling,WV,EE. UU.,40.09409714,-80.5967865,11721
8913 Pleasant Rabbit Quay,Opelousas,LA,EE. UU.,30.56995392,-92.07212067,11740
9083 Hidden Leaf Glen,Reno,NV,EE. UU.,39.52199173,-119.8001633,11753
9144 Gentle Dale,New Orleans,LA,EE. UU.,29.98578072,-90.06645203,11754
5767 Gentle Mews,Salt Lake City,UT,EE. UU.,40.64636612,-112.0324631,11755
9717 Fallen Ramp,New Orleans,LA,EE. UU.,30.00682259,-90.06139374,11759
8626 Silent Boulevard,Henderson,NV,EE. UU.,35.97734451,-115.1180954,11767
5736 Heather Byway,North Las Vegas,NV,EE. UU.,36.19946671,-115.1088638,11839
5951 Broad Crescent,Kenner,LA,EE. UU.,30.0380249,-90.25691986,11862
4951 Shady Spring Path,Richmond,IN,EE. UU.,39.74369049,-84.83547974,11866
981 Blue Round,Meridian,ID,EE. UU.,43.6126976,-116.3935699,11878
5783 Fallen Willow Ledge,Salt Lake City,UT,EE. UU.,40.76031113,-111.8882217,11893
8621 Broad Forest,Broken Arrow,OK,EE. UU.,36.10430527,-95.87900543,11898
4701 Velvet Hollow,Conway,AR,EE. UU.,35.09189606,-92.43454742,11923
2929 Easy Barn Byway,Wichita,KS,EE. UU.,37.69120026,-97.42577362,11930
4110 Silent Pointe,Everett,WA,EE. UU.,47.88882828,-122.2048111,11932
9650 Foggy Nectar Heath,Kent,WA,EE. UU.,47.39371109,-122.2228317,11934
2161 Emerald Beach,Richmond,KY,EE. UU.,37.79573441,-84.39885712,11940
9733 Grand Branch Ledge,Kent,WA,EE. UU.,47.39371109,-122.2228317,11945
8733 Sunny Woods,Ogden,UT,EE. UU.,41.27436829,-111.9628677,11958
9416 Easy Freeway,Albuquerque,NM,EE. UU.,35.11821365,-106.7038727,11980
1087 Crystal Horse Beach,Spokane,WA,EE. UU.,47.67959595,-117.4249268,11984
9816 Grand Hills Knoll,Bowling Green,KY,EE. UU.,36.82962799,-86.31620026,11986
3148 Amber Sky Byway,Albuquerque,NM,EE. UU.,35.06517029,-106.6699524,11991
9761 Broad Crossing,Saint Paul,MN,EE. UU.,44.72552109,-93.20613098,12002
7240 Gentle Lake View,Rock Hill,SC,EE. UU.,34.80184555,-81.09809113,12004
6704 Sleepy Quail Port,Sheboygan,WI,EE. UU.,43.71784592,-87.79620361,12077
2934 Merry Impasse,Albuquerque,NM,EE. UU.,35.06517029,-106.6699524,12078
3684 Foggy Horse Key,Summerville,SC,EE. UU.,33.01840973,-80.14975739,12092
2328 Pleasant Embers Park,Pawtucket,RI,EE. UU.,41.8719368,-71.38621521,12095
1820 Noble Elk Harbour,Saint Paul,MN,EE. UU.,45.06081772,-93.1992569,12103
7368 Blue Road,Lynnwood,WA,EE. UU.,47.84322357,-122.2460785,12110
8791 Cozy Passage,Olathe,KS,EE. UU.,38.89456177,-94.77796173,12119
4678 Fallen Townline,Louisville,KY,EE. UU.,38.18265152,-85.75534821,12127
7613 Amber Willow Manor,Fargo,ND,EE. UU.,46.84161377,-96.8080368,12133
9366 Colonial Horse Close,Longview,WA,EE. UU.,46.14056015,-122.9390869,12138
6819 Dewy View Crest,West Jordan,UT,EE. UU.,40.62195587,-111.9332733,12145
1557 Heather Leaf Plaza,Kent,WA,EE. UU.,30.34607887,-97.78190613,12152
1491 Red Dale,Washington,DC,EE. UU.,38.88365173,-76.93193817,12154
8837 Blue Hills Harbour,Roswell,NM,EE. UU.,33.42520142,-104.5220795,12155
6025 Clear Deer Swale,Federal Way,WA,EE. UU.,47.30304337,-122.3528137,12158
586 Indian Rise Grounds,Roswell,NM,EE. UU.,33.45235443,-104.5149536,12160
3089 Cotton Panda Bend,Newark,DE,EE. UU.,39.68188095,-75.64421082,12175
3369 Hazy Beacon By-pass,Madison,WI,EE. UU.,43.09559631,-89.35118866,12195
5953 Lost Plaza,Bismarck,ND,EE. UU.,46.81184387,-100.7877197,12198
3782 Shady Oak Point,Bountiful,UT,EE. UU.,40.84789658,-111.8727264,12250
1111 Velvet Path,Summerville,SC,EE. UU.,33.01840973,-80.14975739,12252
851 Blue Elk Walk,Seattle,WA,EE. UU.,47.67869949,-122.3217621,12255
6281 Pleasant Glade,Salt Lake City,UT,EE. UU.,40.65987396,-112.0028687,12262
5647 Indian Embers Key,Saint Paul,MN,EE. UU.,44.93980789,-93.13205719,12265
3462 Noble Hills Close,Salt Lake City,UT,EE. UU.,40.76031113,-111.8882217,12291
2484 Golden Wagon  Pointe,Goose Creek,SC,EE. UU.,32.96281815,-80.01170349,12297
6415 Stony Route,Longview,WA,EE. UU.,46.17903137,-123.0457306,12306
1396 Pleasant Barn Beach,Las Cruces,NM,EE. UU.,32.28598785,-106.7935333,12336
4852 Velvet Campus,Washington,DC,EE. UU.,38.88521576,-77.12176514,12343
3282 Lost Gate,Lynnwood,WA,EE. UU.,47.84322357,-122.2460785,12344
7802 Gentle Creek Square,Fond Du Lac,WI,EE. UU.,43.11532211,-88.00849152,12355
2783 Middle End,Albuquerque,NM,EE. UU.,35.13623428,-106.5444183,12360
5208 Bright Pioneer Crescent,Newark,DE,EE. UU.,39.68188095,-75.64421082,12361
9126 Wishing Expressway,Albuquerque,NM,EE. UU.,35.06517029,-106.6699524,12364
3399 Hazy Impasse,Opelousas,LA,EE. UU.,30.67191315,-92.22214508,12370
7668 Fallen Orchard,Saint Paul,MN,EE. UU.,44.96070862,-93.16983795,12371
5062 Silver Corners,Indianapolis,IN,EE. UU.,39.64605331,-86.11961365,12415
151 Jagged Rise Stead,Newark,DE,EE. UU.,39.68188095,-75.64421082,12417
7497 Sunny Shadow Walk,Saint Paul,MN,EE. UU.,44.96070862,-93.16983795,12420
8249 Cotton Wood,West Lafayette,IN,EE. UU.,40.4454422,-87.05867004,12421
1575 Foggy Cape,Birmingham,AL,EE. UU.,33.62078095,-86.68096924,12430
9133 Cotton Robin Vale,Bellingham,WA,EE. UU.,48.77095795,-122.4511185,12433
620 Cozy Pond Expressway,Everett,WA,EE. UU.,47.90813828,-122.2243729,12436
4317 Emerald Bay,Olathe,KS,EE. UU.,38.89456177,-94.77796173,12442
10 Crystal River Mall,Washington,DC,EE. UU.,39.0843544,-77.15294647,12460
1188 Amber Alley,Rio Rancho,NM,EE. UU.,35.24817276,-106.6763763,12473
236 Hidden Round,Everett,WA,EE. UU.,47.90808868,-122.228775,12477
2863 Umber Downs,Michigan City,IN,EE. UU.,41.68772507,-86.94359589,12490
3858 Cozy Shadow Villas,Crown Point,IN,EE. UU.,41.42009354,-87.36070252,12491
7094 Golden Parade,Madison,WI,EE. UU.,43.09559631,-89.35118866,12496
1 Crystal Gate,Sheboygan,WI,EE. UU.,43.75511169,-87.71308136,12501
8976 Wishing Quail Ramp,Goose Creek,SC,EE. UU.,32.979702,-80.03579712,12532
6657 High Mountain Highlands,Albuquerque,NM,EE. UU.,35.11821365,-106.7038727,12582
6843 Dusty Log Edge,Rio Rancho,NM,EE. UU.,35.2122879,-106.6566849,12602
6077 Clear Mountain Abbey,Frankfort,KY,EE. UU.,38.11861801,-84.96742249,12603
1599 Bright River Valley,New Castle,DE,EE. UU.,39.68254852,-75.59015656,12604
4760 Grand Nook,Sumner,WA,EE. UU.,47.21210861,-122.2123337,12618
325 Misty Forest,Billings,MT,EE. UU.,45.76350021,-108.5342636,12619
8804 Fallen Cider Ridge,Columbia,SC,EE. UU.,34.07184982,-80.95857239,12635
5520 Bright Hills Gardens,Albuquerque,NM,EE. UU.,34.99743652,-106.6525803,12653
3541 Foggy Way,Opelousas,LA,EE. UU.,30.67147255,-92.21757507,12656
182 Bright Embers Cove,Broken Arrow,OK,EE. UU.,35.8944664,-97.57640839,12660
2878 Hazy Wagon  Thicket,Jonesboro,AR,EE. UU.,35.82120132,-90.6701355,12667
252 Cotton Berry Centre,Ogden,UT,EE. UU.,41.24445725,-111.8945541,12788
2972 Grand Hills Concession,Metairie,LA,EE. UU.,30.00422287,-90.14794922,12801
9938 Noble Woods,West Jordan,UT,EE. UU.,40.62195587,-111.9332733,12806
8265 Rocky Rabbit Concession,Roswell,NM,EE. UU.,33.42520142,-104.5220795,12808
125 Easy Lake Close,La Crosse,WI,EE. UU.,43.8122406,-91.24485779,12810
9861 Cinder Sky Estates,Washington,DC,EE. UU.,38.90260315,-76.98190308,12812
2458 Crystal Road,New Orleans,LA,EE. UU.,29.98178482,-90.066185,12816
9671 Clear Log Heath,Newark,DE,EE. UU.,39.67436981,-75.76576996,12821
9009 Merry Nectar Heights,Sheboygan,WI,EE. UU.,43.75511169,-87.71308136,12826
1191 Merry Rabbit Acres,Indianapolis,IN,EE. UU.,40.02439499,-86.44609833,12827
4144 Old Corners,Bountiful,UT,EE. UU.,40.84375763,-111.879425,12836
9126 Colonial Gardens,Bismarck,ND,EE. UU.,46.81184387,-100.7877197,12839
4063 Hidden Forest Way,Billings,MT,EE. UU.,45.75595856,-108.535675,12845
1782 High River Rise,Goose Creek,SC,EE. UU.,33.04060745,-80.0741806,12857
248 Rustic Beacon Forest,Kent,WA,EE. UU.,47.39371109,-122.2228317,12859
6715 Gentle Horse Row,Albuquerque,NM,EE. UU.,35.15466309,-106.6316071,12876
4466 Burning Round,Indianapolis,IN,EE. UU.,39.83699036,-86.01907349,12878
1945 Iron Panda Circle,Saint Paul,MN,EE. UU.,45.06081772,-93.1992569,12880
9015 Little Sky Avenue,Burnsville,MN,EE. UU.,44.74584961,-93.29014587,12884
2797 Golden Ramp,Saint Paul,MN,EE. UU.,44.95698166,-93.06536865,12885
4311 Thunder Heath,Saint Paul,MN,EE. UU.,44.96070862,-93.16983795,12888
8267 Burning Branch Way,Bowling Green,KY,EE. UU.,36.80892944,-86.30784607,12891
7597 Golden Dale Nook,La Crosse,WI,EE. UU.,43.8122406,-91.24485779,12892
9022 Foggy Dell,Broken Arrow,OK,EE. UU.,35.8944664,-97.57640839,12895
6214 Little Wharf,Milwaukee,WI,EE. UU.,43.05049896,-87.98997498,12918
9217 Quiet Acres,Rio Rancho,NM,EE. UU.,35.24817276,-106.6763763,12922
4804 Quiet Hickory Woods,Wheeling,WV,EE. UU.,39.97830963,-80.63983154,12928
4599 Merry Pointe,Salina,KS,EE. UU.,38.83726883,-97.6128006,12932
654 Foggy Point,Meridian,ID,EE. UU.,43.59855652,-116.3937073,12962
8944 Lazy Bluff Maze,Fond Du Lac,WI,EE. UU.,43.12626648,-88.02251434,12996
3778 Clear View Woods,Burnsville,MN,EE. UU.,44.80571365,-93.22799683,13001
2668 Foggy Road,Albuquerque,NM,EE. UU.,35.1097641,-106.5007248,13003
905 Indian Green,Opelousas,LA,EE. UU.,30.54183579,-92.08623505,13004
8368 Colonial Line,Albuquerque,NM,EE. UU.,35.11821365,-106.7038727,13007
8497 Cozy Shadow Highway,Conway,AR,EE. UU.,35.09189606,-92.43454742,13010
7129 Harvest Arbor,New Orleans,LA,EE. UU.,29.98578072,-90.06645203,13017
431 Merry Log Key,Bountiful,UT,EE. UU.,40.88437271,-111.8458023,13021
432 Indian Green,Wichita,KS,EE. UU.,37.766716,-97.33959961,13027
2299 Merry Bear Vista,Goose Creek,SC,EE. UU.,32.96281815,-80.01170349,13029
4149 Gentle Log Cape,Kent,WA,EE. UU.,47.39371109,-122.2228317,13032
2538 Red Island Corner,Lynnwood,WA,EE. UU.,47.84322357,-122.2460785,13040
7790 Green Berry Gate,Richmond,IN,EE. UU.,39.78199005,-84.92692566,13070
92 Hidden Hill,Washington,DC,EE. UU.,38.88583374,-77.07990265,13077
6889 Merry Autumn Maze,Newark,DE,EE. UU.,39.67436981,-75.76576996,13080
5202 Emerald Island Plaza,New Orleans,LA,EE. UU.,30.00503922,-90.06799316,13098
2704 Silent Pine Corner,Sheboygan,WI,EE. UU.,43.72608185,-87.73526764,13109
4189 Amber Leaf Close,Everett,WA,EE. UU.,47.88882828,-122.2048111,13122
1631 Colonial Dale,New Orleans,LA,EE. UU.,29.97436523,-90.06549072,13170
6370 Easy Crest,Pawtucket,RI,EE. UU.,41.86906815,-71.39208221,13172
8620 Burning Isle,Louisville,KY,EE. UU.,38.1144104,-85.4730835,13194
773 Heather Sky Mount,Albuquerque,NM,EE. UU.,35.11821365,-106.7038727,13195
9696 Rocky Terrace,Columbia,SC,EE. UU.,34.07184982,-80.95857239,13209
3506 Heather Berry Round,Woonsocket,RI,EE. UU.,42.00220108,-71.51410675,13211
9916 Misty Downs,Marrero,LA,EE. UU.,29.89335632,-90.0963974,13229
9598 Iron Park,West Jordan,UT,EE. UU.,40.62195587,-111.9332733,13238
3662 Round Barn Gate,Fond Du Lac,WI,EE. UU.,43.96963882,-88.52788544,13242
371 Cozy Prairie Highway,Lynnwood,WA,EE. UU.,38.05714035,-85.5557785,13250
3428 Broad Corners,Conway,AR,EE. UU.,35.12646484,-92.45043945,13263
3696 Dewy Sky Ledge,Salt Lake City,UT,EE. UU.,40.76031113,-111.8882217,13272
4186 Umber Fawn Grounds,Salt Lake City,UT,EE. UU.,40.6528244,-111.9906769,13273
4208 Jagged Apple Dale,La Crosse,WI,EE. UU.,43.8122406,-91.24485779,13274
5951 Gentle Arbor,Albuquerque,NM,EE. UU.,35.1097641,-106.5007248,13276
4229 Iron Elk Turnabout,Federal Way,WA,EE. UU.,47.30304337,-122.3528137,13278
4135 Broad Blossom Crossing,Pawtucket,RI,EE. UU.,41.86906815,-71.39208221,13300
7814 Colonial Autumn Line,Ogden,UT,EE. UU.,41.28277206,-112.1233444,13309
1525 Golden Nectar Edge,North Las Vegas,NV,EE. UU.,36.18788528,-115.1340866,13314
2415 Misty Rise Dell,Fond Du Lac,WI,EE. UU.,43.78569031,-88.47438049,13318
3440 Emerald Knoll,Dubuque,IA,EE. UU.,42.52951431,-90.68608856,13343
2726 Blue Diversion,Seattle,WA,EE. UU.,47.67869949,-122.3217621,13357
3683 Thunder Autoroute,Broken Arrow,OK,EE. UU.,36.03966141,-95.80953217,13358
4459 Amber Centre,Kent,WA,EE. UU.,47.39371109,-122.2228317,13362
762 Clear Harbour,Salt Lake City,UT,EE. UU.,40.65987396,-112.0028687,13365
3281 Velvet Passage,Lawton,OK,EE. UU.,34.5761528,-98.4046936,13368
7761 Sunny Creek Meadow,Dubuque,IA,EE. UU.,42.50378037,-90.6690979,13383
4703 Sleepy Front,Longview,WA,EE. UU.,46.16498566,-123.0026321,13390
5546 Rocky Cloud Beach,Richmond,KY,EE. UU.,37.74456787,-84.29749298,13432
5753 Crystal Campus,Lawton,OK,EE. UU.,34.62159348,-98.46929169,13451
3910 Clear Walk,Lawton,OK,EE. UU.,34.62159348,-98.46929169,13454
6631 Tawny Panda Woods,Salina,KS,EE. UU.,38.83726883,-97.6128006,13455
2556 Umber Autoroute,Albuquerque,NM,EE. UU.,35.06517029,-106.6699524,13463
4063 Little Creek Court,Newark,DE,EE. UU.,39.68188095,-75.64421082,13470
398 Emerald Grove,Goose Creek,SC,EE. UU.,32.98229599,-80.03636932,13481
2734 Hazy Butterfly Circle,Beloit,WI,EE. UU.,42.50544357,-89.04527283,13485
6174 Honey Lookout,Michigan City,IN,EE. UU.,41.68772507,-86.94359589,13501
3405 Golden Bear Swale,Saint Paul,MN,EE. UU.,44.96070862,-93.16983795,13510
4675 Rocky Field,Rio Rancho,NM,EE. UU.,35.24817276,-106.6763763,13515
7588 Dewy Parade,Lynnwood,WA,EE. UU.,47.84322357,-122.2460785,13529
9557 Harvest Mews,Saint Paul,MN,EE. UU.,44.72552109,-93.20613098,13534
182 Bright Embers Cove,Broken Arrow,OK,EE. UU.,36.03966141,-95.80953217,13545
4834 Easy Terrace,Meridian,ID,EE. UU.,43.56079865,-116.3938599,13552
9986 Old Common,Pawtucket,RI,EE. UU.,41.86906815,-71.39208221,13561
1356 Pleasant Hickory Lane,Ogden,UT,EE. UU.,41.28097153,-111.9676361,13567
7441 Cozy Autumn Trace,Bountiful,UT,EE. UU.,40.89128113,-111.8874054,13569
9871 Cotton Highway,New Castle,DE,EE. UU.,39.66024399,-75.62874603,13587
8055 Fallen Parkway,Longview,WA,EE. UU.,46.18856049,-123.102623,13589
3665 Tawny Knoll,Lawton,OK,EE. UU.,34.62159348,-98.46929169,13590
7844 Rocky Deer Avenue,Sheboygan,WI,EE. UU.,43.75511169,-87.71308136,13598
6843 Dusty Log Edge,Rio Rancho,NM,EE. UU.,35.24817276,-106.6763763,13604
5645 Quaking Anchor Path,Summerville,SC,EE. UU.,33.01840973,-80.14975739,13611
257 Thunder Lane,Washington,DC,EE. UU.,38.88365173,-76.93193817,13621
2805 Crystal Moor,Opelousas,LA,EE. UU.,30.50694084,-92.192482,13640
6030 Clear Log Close,Newark,DE,EE. UU.,39.67436981,-75.76576996,13646
2301 Velvet Berry Meadow,Lancaster,SC,EE. UU.,34.72217178,-80.76907349,13652
9188 Bright Crossing,Dubuque,IA,EE. UU.,42.50378037,-90.6690979,13655
9366 Colonial Horse Close,Longview,WA,EE. UU.,46.19270325,-123.1642761,13666
8267 Lazy Embers Line,Michigan City,IN,EE. UU.,41.68772507,-86.94359589,13687
92 Sunny Bear Villas,Ogden,UT,EE. UU.,41.27436829,-111.9628677,13700
6396 Blue Gate Parkway,North Las Vegas,NV,EE. UU.,36.26998138,-115.0038986,13703
4951 Shady Spring Path,Richmond,IN,EE. UU.,39.82740784,-84.89022827,13708
6179 Easy Swale,Madison,WI,EE. UU.,43.09559631,-89.35118866,13739
4900 Dusty Line,New Albany,IN,EE. UU.,38.29298782,-85.81134796,13741
2703 Fallen Butterfly Round,Washington,DC,EE. UU.,38.88002777,-77.08979797,13748
8414 Velvet Island Ramp,New Orleans,LA,EE. UU.,29.98578072,-90.06645203,13776
8383 Lazy Front,Newark,DE,EE. UU.,39.68188095,-75.64421082,13779
3065 Foggy Horse Port,Dubuque,IA,EE. UU.,42.50378037,-90.6690979,13781
9022 Foggy Dell,Broken Arrow,OK,EE. UU.,36.10382843,-95.87719727,13792
7790 Green Berry Gate,Richmond,IN,EE. UU.,39.94059753,-84.83123016,13794
3922 Grand Crescent,Marrero,LA,EE. UU.,29.90919495,-90.09037781,13795
5548 Tawny Embers Nook,Opelousas,LA,EE. UU.,30.65634728,-92.19095612,13797
6682 Hidden Estates,Beloit,WI,EE. UU.,42.50656891,-88.94380188,13800
2743 Velvet Timber Carrefour,Clearfield,UT,EE. UU.,41.13984299,-112.0788116,13802
5438 Misty Valley,La Crosse,WI,EE. UU.,43.8122406,-91.24485779,13803
4675 Rocky Field,Albuquerque,NM,EE. UU.,35.00810242,-106.7167816,13804
8967 Grand Highway,Seattle,WA,EE. UU.,47.67869949,-122.3217621,13821
9144 Pleasant Pointe,Reno,NV,EE. UU.,39.56401444,-119.0788727,13824
2264 Silent Freeway,Salt Lake City,UT,EE. UU.,40.72182465,-111.9390488,13830
9994 Green Jetty,Olathe,KS,EE. UU.,38.89456177,-94.77796173,13842
1397 Colonial Point,Wheeling,WV,EE. UU.,40.0639801,-80.72141266,13844
275 Round Brook Dell,Washington,DC,EE. UU.,38.88365173,-76.93193817,13850
4145 Noble Ridge,Roswell,NM,EE. UU.,33.42520142,-104.5220795,13858
4408 Tawny Horse Crescent,Seattle,WA,EE. UU.,47.58953095,-122.3880615,13859
9674 Cinder Heights,Metairie,LA,EE. UU.,30.01034927,-90.21315002,13868
3422 Jagged Willow Way,Lawton,OK,EE. UU.,34.58117676,-98.43523407,13870
472 Hidden River Plaza,Santa Fe,NM,EE. UU.,35.57415009,-105.8911057,13889
9022 Lazy Swale,Salt Lake City,UT,EE. UU.,40.65987396,-112.0028687,13891
577 Old Branch Jetty,Washington,DC,EE. UU.,38.91826248,-77.03946686,13903
6580 Thunder Village,Fond Du Lac,WI,EE. UU.,43.78569031,-88.47438049,13930
9530 Little Fox Towers,Ogden,UT,EE. UU.,41.23582459,-111.968811,13943
6611 Colonial Wharf,Milwaukee,WI,EE. UU.,43.05120087,-87.99476624,13952
516 Cozy Fawn Valley,Lancaster,SC,EE. UU.,34.72217178,-80.76907349,13957
8626 Silent Boulevard,Henderson,NV,EE. UU.,36.06906128,-115.0822067,13958
9297 Burning Extension,New Orleans,LA,EE. UU.,29.96774292,-90.03494263,13961
1591 Little Cider Park,Indianapolis,IN,EE. UU.,39.21051407,-85.92923737,13972
3919 Clear Cloud Line,Fargo,ND,EE. UU.,46.84161377,-96.8080368,13987
1134 Blue Brook End,West Jordan,UT,EE. UU.,40.62379837,-111.9185257,13989
9612 Cozy Line,Goose Creek,SC,EE. UU.,32.979702,-80.03579712,13999
5835 Hidden Downs,Meridian,ID,EE. UU.,43.55168533,-116.3939133,14003
7814 Colonial Autumn Line,Ogden,UT,EE. UU.,41.27436829,-111.9628677,14021
3779 Dewy Villas,Jonesboro,AR,EE. UU.,35.80326462,-90.77160645,14027
9854 Foggy Island,Washington,DC,EE. UU.,38.88365173,-76.93193817,14033
5647 Indian Embers Key,Saint Paul,MN,EE. UU.,45.11030579,-93.20082092,14052
9293 Umber Alley,Clearfield,UT,EE. UU.,41.09803391,-111.9948654,14058
9175 Hidden Falls,Spokane,WA,EE. UU.,47.67959595,-117.4249268,14059
2000 Stony Abbey,Washington,DC,EE. UU.,38.91826248,-77.03946686,14070
9816 Quaking Hickory Pines,Saint Paul,MN,EE. UU.,45.06081772,-93.1992569,14074
8263 Harvest Estates,Saint Paul,MN,EE. UU.,45.06081772,-93.1992569,14091
9795 Heather Wynd,Billings,MT,EE. UU.,45.63096619,-108.4265137,14098
9295 Emerald Downs,Louisville,KY,EE. UU.,38.17819977,-85.76452637,14103
8777 Silent View,Wheeling,WV,EE. UU.,40.0639801,-80.72141266,14105
3440 Emerald Knoll,Dubuque,IA,EE. UU.,42.52932358,-90.68409729,14107
6415 Little Alley,Meridian,ID,EE. UU.,43.5463028,-116.3937988,14118
8259 Foggy Edge,Albuquerque,NM,EE. UU.,35.13623428,-106.5444183,14146
6063 Golden Point,La Crosse,WI,EE. UU.,43.8122406,-91.24485779,14150
3137 Harvest Branch Road,Ogden,UT,EE. UU.,41.20730591,-111.9693985,14168
4352 Hazy Hickory Road,Washington,DC,EE. UU.,38.88365173,-76.93193817,14176
4845 Thunder Embers Hollow,Albuquerque,NM,EE. UU.,35.13623428,-106.5444183,14178
1557 Heather Leaf Plaza,Kent,WA,EE. UU.,47.39371109,-122.2228317,14192
9611 Thunder Loop,Albuquerque,NM,EE. UU.,35.13623428,-106.5444183,14195
1475 Red Berry Village,Everett,WA,EE. UU.,47.91250229,-122.2135239,14200
6554 Pleasant Lagoon Stead,New Orleans,LA,EE. UU.,29.98578072,-90.06645203,14207
6940 Easy Forest Walk,Longview,WA,EE. UU.,46.18313599,-123.0661774,14211
2236 Shady Hill,La Crosse,WI,EE. UU.,43.81865692,-91.22258759,14214
4195 Broad Mount,Milwaukee,WI,EE. UU.,43.11875916,-87.95081329,14218
8620 Silent Alley,Albuquerque,NM,EE. UU.,35.13623428,-106.5444183,14221
6095 Bright View Glade,Milwaukee,WI,EE. UU.,43.01760483,-87.9546051,14515
6257 Indian Sky Round,Washington,DC,EE. UU.,38.91826248,-77.03946686,14523
3980 High Line,Las Cruces,NM,EE. UU.,32.26172638,-106.7713165,14542
2262 Green Wharf,Santa Fe,NM,EE. UU.,35.71308899,-105.8936844,14547
4531 Indian Dell,Opelousas,LA,EE. UU.,30.58546829,-92.2079773,14556
5768 Emerald Blossom Parkway,Albuquerque,NM,EE. UU.,34.99326706,-106.6536102,14557
4167 Little Thicket,Longview,WA,EE. UU.,46.13378906,-122.9354935,14560
8263 Harvest Estates,Saint Paul,MN,EE. UU.,34.00076294,-117.8856812,14562
3176 Round Gate,Billings,MT,EE. UU.,45.78831101,-108.5594101,14577
6030 Clear Log Close,Newark,DE,EE. UU.,38.93570709,-77.07935333,14747
6998 Old Treasure Crossing,Columbia,SC,EE. UU.,34.07184982,-80.95857239,14748
9406 Old Lagoon Canyon,Martinsburg,WV,EE. UU.,39.41230393,-78.06230927,14749
275 Round Brook Dell,Washington,DC,EE. UU.,38.8867569,-77.01538086,14760
3680 Silent Crossing,Salt Lake City,UT,EE. UU.,40.72672653,-111.9864502,14785
257 Thunder Lane,Washington,DC,EE. UU.,38.88692093,-77.01557159,14786
1156 High Lagoon Ledge,Wichita,KS,EE. UU.,37.67229843,-97.34063721,14788
4702 Velvet Mountain Villas,La Crosse,WI,EE. UU.,43.8122406,-91.24485779,14803
3065 Foggy Horse Port,Dubuque,IA,EE. UU.,42.52603149,-90.68370056,14808
3193 Crystal Centre,Fond Du Lac,WI,EE. UU.,43.97969818,-88.53061676,14810
7829 Hidden Promenade,Billings,MT,EE. UU.,45.63143539,-108.47435,14817
2805 Crystal Moor,Opelousas,LA,EE. UU.,30.24161911,-97.89144135,14818
7906 Rustic Close,Saint Paul,MN,EE. UU.,44.95698166,-93.06536865,14847
7005 Silver Hills Line,Ogden,UT,EE. UU.,41.27436829,-111.9628677,14849
7694 Umber Terrace,Longview,WA,EE. UU.,46.18725205,-123.0871201,14859
4875 Dusty Key,Salt Lake City,UT,EE. UU.,40.76031113,-111.8882217,14890
9335 Old Autoroute,Washington,DC,EE. UU.,38.96614075,-76.84790802,14892
8383 Lazy Front,Newark,DE,EE. UU.,36.29954147,-119.3316269,14902
8414 Velvet Island Ramp,New Orleans,LA,EE. UU.,29.71730995,-95.67306519,14903
7302 Sunny Valley,Newark,DE,EE. UU.,39.68188095,-75.64421082,14906
9040 Silent Row,Opelousas,LA,EE. UU.,30.52569199,-92.07609558,14908
6692 Lazy Route,Lancaster,SC,EE. UU.,34.91044235,-80.80744171,14910
4408 Tawny Horse Crescent,Seattle,WA,EE. UU.,47.43874359,-120.3382034,14914
7231 Silent Square,La Crosse,WI,EE. UU.,43.8122406,-91.24485779,14918
8056 Golden Log Bend,Indianapolis,IN,EE. UU.,39.92660523,-86.3370285,14930
8849 Middle Pond Corners,Everett,WA,EE. UU.,47.88882828,-122.2048111,14933
7455 High Promenade,Albuquerque,NM,EE. UU.,35.13623428,-106.5444183,14935
1356 Pleasant Hickory Lane,Ogden,UT,EE. UU.,41.23968124,-111.9685974,14942
3871 Umber Blossom Place,New Castle,DE,EE. UU.,39.69077683,-75.55170441,14963
2607 Cinder River Expressway,Madison,WI,EE. UU.,43.09559631,-89.35118866,14979
9674 Cinder Heights,Metairie,LA,EE. UU.,29.98865891,-90.23390961,14986
3358 Middle Ridge,Bismarck,ND,EE. UU.,46.79725266,-100.7413101,14995
1612 Quaking Walk,Crown Point,IN,EE. UU.,41.43119431,-87.35298157,15002
5913 Amber Berry Passage,Burnsville,MN,EE. UU.,44.74576187,-93.28762817,15026
3888 Cotton Corners,Salt Lake City,UT,EE. UU.,40.65987396,-112.0028687,15031
577 Old Branch Jetty,Washington,DC,EE. UU.,38.88562775,-77.01171875,15042
911 Red Wood,Roswell,NM,EE. UU.,33.45261002,-104.5366669,15051
1631 Little Hill,Bowling Green,KY,EE. UU.,37.03002548,-86.39329529,15070
1599 Bright River Valley,Broken Arrow,OK,EE. UU.,36.03966141,-95.80953217,15077
633 Crystal Range,Frankfort,KY,EE. UU.,38.20597076,-84.87991333,15100
